자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
신흥마을아파트(102동),무인대여소,"대전광역시 동구 옥천로38, (신흥동, 신흥마을주공)",대전광역시 동구 신흥동 212,36.32100391,127.4447793,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
보문산오거리,무인대여소,"대전광역시 중구 보문로163, (대사동)",대전광역시 중구 대사동 118-9,36.31766847,127.4254919,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
석교동주민센터,무인대여소,"대전광역시 중구 대종로232, (석교동)",대전광역시 중구 석교동 12-7,36.30989655,127.4420071,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
호동우체국(건너편),무인대여소,"대전광역시 중구 대종로149, (호동)",대전광역시 중구 호동 10-14,36.30501648,127.4488786,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한밭도서관,무인대여소,"대전광역시 중구 서문로32, (문화동, 한밭우성1차아파트)",대전광역시 중구 문화동 141,36.31130317,127.4101489,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대덕문화원,무인대여소,"대전광역시 대덕구 대전로1348, (읍내동)",대전광역시 대덕구 읍내동 324-5,36.37411762,127.4206537,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
인동네거리,무인대여소,"대전광역시 동구 대전로690, (인동)",대전광역시 동구 인동 116-18,36.32199974,127.4380008,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
원동네거리,무인대여소,"대전광역시 동구 대전로753, (원동)",대전광역시 동구 원동 36-1,36.32703995,127.4346344,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,9,9,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
성남네거리,무인대여소,"대전광역시 동구 계족로323, (성남동)",대전광역시 동구 성남동 50-1,36.34101312,127.4354249,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
삼성네거리,무인대여소,"대전광역시 동구 대전로857, (삼성동)",대전광역시 동구 삼성동 112-1,36.33577985,127.4303497,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전고오거리,무인대여소,"대전광역시 중구 대흥로110, (대흥동)",대전광역시 중구 대흥동 320-2,36.322426,127.4233856,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대흥네거리,무인대여소,"대전광역시 중구 대종로435, (대흥동)",대전광역시 중구 대흥동 173-5,36.32366719,127.4284997,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
부사네거리,무인대여소,"대전광역시 중구 보문로66, (부사동)",대전광역시 중구 부사동 129-5,36.31344542,127.4338749,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
어등대교(거점터미널),유인대여소,,광주광역시 광산구 우산동 526,35.16125144,126.8223265,09:00,18:00,월+화+수+목+금,무료,,5,,N,,Y,062-960-4108,광주광역시 광산구청,2024-07-05,3630000,광주광역시 광산구
첨단교(거점터미널),유인대여소,,광주광역시 광산구 산월동 19-1,35.20647361,126.8536204,09:00,18:00,월+화+수+목+금,무료,,31,,N,,Y,062-960-4108,광주광역시 광산구청,2024-07-05,3630000,광주광역시 광산구
동락공원 자전거대여소(하절기),유인대여소,"경상북도 구미시 3공단1로 191, 11동","경상북도 구미시 진평동 766, 11동",36.099459,128.401756,10:00,18:00,1월 1일+설 연휴 +추석연휴,무료,무료,262,,Y,태양광식,Y,054-480-6255,경상북도 구미시청,2024-06-22,5080000,경상북도 구미시
동락공원 자전거대여소(동절기),유인대여소,"경상북도 구미시 3공단1로 191, 11동","경상북도 구미시 진평동 766, 11동",36.099459,128.401756,10:00,17:00,1월 1일+설 연휴 +추석연휴,무료,무료,262,,Y,태양광식,Y,054-480-6255,경상북도 구미시청,2024-06-22,5080000,경상북도 구미시
동래구 자전거무료대여소,유인대여소,,부산광역시 동래구 온천동 527,35.2022357,129.0783527,10:00,16:00,공휴일,무료,,83,47,Y,수동식,Y,051-550-4531,부산광역시 동래구,2024-06-17,3300000,부산광역시 동래구
곡성 청소년야영장,유인대여소,전라남도 곡성군 고달면 가정마을길 51,전라남도 곡성군 고달면 두가리 627-2,35.22779899,127.369723,09:00,18:00,연중무휴,유료,,50,,Y,,N,061-362-4186,전라남도 곡성군청,2024-06-17,4860000,전라남도 곡성군
염산면사무소 내,유인대여소,전라남도 영광군 염산면 천년로1길 1-3,,35.2180402645,126.3715299968,09:00,18:00,주말,무료,,25,,N,,N,061-350-4955,전라남도 영광군청,2024-08-16,4970000,전라남도 영광군
남원역,유인대여소,전북특별자치도 남원시 교룡로 71,전북특별자치도 남원시 신정동 521-1,35.41123153,127.3613901,09:00,18:30,연중무휴,무료,0,25,5,Y,기계식,N,063-620-6165,전북특별자치도 남원시청 관광과,2024-08-16,4701000,전북특별자치도 남원시
술바위교차로,무인대여소,,경상북도 영주시 휴천동 1207,36.8180146474,128.6368299666,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 2만원,7,10,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
한정교,무인대여소,,경상북도 영주시 문정동 706,36.7985046143,128.6170097747,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 3만원,7,10,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
용혈폭포,무인대여소,,경상북도 영주시 평은면 용혈리 1344-1,36.7185880835,128.6537845558,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 4만원,7,10,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
영주 자전거공원,무인대여소,,경상북도 영주시 영주동 512-15,36.8242401824,128.6157158741,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 5만원,13,21,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
선비촌,무인대여소,,경상북도 영주시 순흥면 청구리 362,36.9284735312,128.5834336733,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 6만원,7,15,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
무섬마을,무인대여소,,경상북도 영주시 문수면 수도리 290-1,36.7319311085,128.6206986100,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 7만원,14,20,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
서천주차장,무인대여소,,경상북도 영주시 가흥동 1408,36.8217551445,128.6135251356,10:00,23:00,연중무휴,유료,1일권 1천원+1개월 3천원+1년 8만원,9,14,N,기타,N,054-639-3913,경상북도 영주시,2024-08-14,5090000,경상북도 영주시
스마트치유센터,유인대여소,전라남도 완도군 군외면 청해진북로 592,전라남도 완도군 군외면 불목리 263-2,34.39057908,126.6989447,09:00,18:00,월,유료,1일권 5천원,10,4,Y,수동식,N,061-555-9991,전라남도 완도군청,2024-08-14,4990000,전라남도 완도군
새롬동_새뜸마을 9단지 어울로 도로변,무인대여소,,"세종특별자치시 새롬동 612, 906동 앞",36.4830669,127.2573326,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
한솔동_주택단지옆 공터자리,무인대여소,,세종특별자치시 한솔동 1092,36.4799866,127.2488327,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_새샘마을 5단지 501동 앞 버스정류장,무인대여소,,"세종특별자치시 소담동 598, 501동 앞 버스정류장",36.4814807,127.304418,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
한솔동_첫마을 7단지 정문 버스정류장인근,무인대여소,,"세종특별자치시 한솔동 978, 원예농협 앞",36.4745737,127.255617,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
집현동_새나루마을 1006동 앞 로터리,무인대여소,,세종특별자치시 집현동 885-1,36.4936231,127.3226217,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
집현동_새나루 11단지 앞 BRT정류장2(합강리방향),무인대여소,,세종특별자치시 집현동 885-1,36.4978899,127.3229262,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_금강시티타워 앞,무인대여소,,세종특별자치시 보람동 740,36.4781465,127.2882451,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_호려울마을 3단지 301동 앞,무인대여소,,세종특별자치시 보람동 730,36.4768335,127.2803118,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
금남면_대평시장 입구,무인대여소,,세종특별자치시 금남면 용포리 467-29,36.46564269,127.2819218,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸마을 716동 옆 로터리,무인대여소,,세종특별자치시 새롬동 622,36.4870015,127.2481267,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
세종동_전통문화체험관(불교문화지원관),무인대여소,,세종특별자치시 세종동 96,36.5065803,127.291181,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_정부세종청사 중앙동 입구,무인대여소,,세종특별자치시 어진동 575,36.50219827,127.2636972,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_정부세종청사 중앙동 기획재정부 입구,무인대여소,,세종특별자치시 어진동 571,36.50305274,127.264668,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_시드니힐,무인대여소,,세종특별자치시 대평동 666,36.4756264,127.2768806,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_행정안전부 중앙동 동편입구,무인대여소,,세종특별자치시 도움6로 42,36.5018819,127.265834,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_수루배마을 8단지 커뮤니티센터 앞,무인대여소,,세종특별자치시 반곡동 831,36.4977772,127.3168945,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_소방청 남문,무인대여소,,세종특별자치시 나성동 787,36.48221836,127.2624241,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸마을 1002동 앞,무인대여소,,세종특별자치시 새롬동 617,36.4878619,127.2506681,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_가재마을 108동 앞,무인대여소,,세종특별자치시 종촌동 688,36.4998293,127.2419314,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
금남면_호탄리 마을회관,무인대여소,,세종특별자치시 금남면 호탄리 152-2,36.47300298,127.2990697,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_수루배마을 901동앞,무인대여소,,세종특별자치시 반곡동 875,36.4989733,127.317445,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온마을 614동 입구,무인대여소,,세종특별자치시 다정동 918,36.4960905,127.2470679,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_보람중학교,무인대여소,,세종특별자치시 보람동 779,36.4784711,127.2937262,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종비지니스센터,무인대여소,,세종특별자치시 어진동 657,36.49562724,127.2649076,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_반곡동 복합커뮤니티센터 앞,무인대여소,,세종특별자치시 반곡동 855,36.4983146,127.310596,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
조치원_세종특별자치시교육청교육원입구,무인대여소,,세종특별자치시 조치원읍 서창리 124-9,36.60425986,127.285339,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종시교육청진로교육원 맞은편,무인대여소,,세종특별자치시 보람동 788,36.4789683,127.2846222,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종세무서 맞은편,무인대여소,,세종특별자치시 보람동 788,36.4793801,127.2855851,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_공정거래위원회,무인대여소,,세종특별자치시 어진동 713,36.50237871,127.2662632,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종대성고등학교,무인대여소,,세종특별자치시 어진동 680,36.49713137,127.2546814,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_홈플러스건너편,무인대여소,,세종특별자치시 도담동 843,36.508184,127.2583563,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
도담동_늘봄초등학교,무인대여소,,세종특별자치시 도담동 688,36.51436121,127.2551313,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
도담동_도램2004동건너편,무인대여소,,세종특별자치시 연기면 세종리 산407,36.52019336,127.2661665,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
연기면_원수산MTB공원,무인대여소,,세종특별자치시 연기면 세종리 659-30,36.52234559,127.2671321,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
도담동_도램1901동앞,무인대여소,,세종특별자치시 도담동 638,36.51568286,127.2663784,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_한뜰302동앞,무인대여소,,세종특별자치시 어진동 710,36.50709244,127.2700678,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종소방서옆,무인대여소,,세종특별자치시 어진동 710,36.50709244,127.2700678,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_국책연구단지,무인대여소,,세종특별자치시 반곡동 735,36.496106,127.3031969,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸101동옆,무인대여소,,세종특별자치시 새롬동 산83,36.482426,127.250021,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_스타벅스행복타워BRT,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_스타벅스행복타워건너편BRT,무인대여소,,세종특별자치시 나성동 538-10,36.48053722,127.2625604,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_한솔동환승주차장A BRT,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_한솔동환승주차장B BRT,무인대여소,,세종특별자치시 나성동 778,36.48125005,127.2623967,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸901동 건너편,무인대여소,,세종특별자치시 새롬동 산75,36.4856388,127.2527453,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_에스제이타워앞BRT,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸901동옆,무인대여소,,세종특별자치시 새롬동 341-82,36.484743,127.255562,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸803동사이,무인대여소,,세종특별자치시 새롬동 산75,36.4856388,127.2527453,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸803동 건너편,무인대여소,,세종특별자치시 새롬동 산75,36.4856388,127.2527453,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_에스빌딩공원,무인대여소,,세종특별자치시 나성동 744,36.48733079,127.256992,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸1203동옆,무인대여소,,세종특별자치시 새롬동 74-24,36.484572,127.256726,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_명동프라자앞BRT,무인대여소,,세종특별자치시 나성동 743,36.48782261,127.2567401,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_성요한성당옆,무인대여소,,세종특별자치시 새롬동 산8,36.486866,127.255243,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
새롬동_새뜸1401동앞,무인대여소,,세종특별자치시 새롬동 137,36.48917441,127.2555308,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_정부세종청사 체육관 공원,무인대여소,,"세종특별자치시 어진동 552, 체육관 출입구 계단 측면",36.50809269,127.2639147,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
조치원_조치원읍 복합커뮤니티센터,무인대여소,,세종특별자치시 조치원읍 신흥리 244,36.5949812,127.2879463,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_금남면 경계 금남구즉 로 로터리,무인대여소,,세종특별자치시 보람동 75-2,36.47671439,127.2964496,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
아름동_범지기 1023동 버스정류장,무인대여소,,세종특별자치시 아름동 1277,36.51916182,127.2518288,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온7단지 정문 버스정류장,무인대여소,,세종특별자치시 다정동 965,36.491616,127.249781,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종경찰기동대 인근,무인대여소,,세종특별자치시 어진동 627,36.50333378,127.267516,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
집현동_새나루1단지 후문(118동),무인대여소,,세종특별자치시 반곡동 산 74,36.48344802,127.3166835,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_포드자동차 앞,무인대여소,,세종특별자치시 나성동 752,36.48418332,127.2590128,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_한뜰406동 앞 버스정류장,무인대여소,,세종특별자치시 어진동 520,36.50005577,127.2555829,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_한뜰401동 앞,무인대여소,,세종특별자치시 어진동 520,36.50005577,127.2555829,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
집현동_새나루마을 803동 로터리,무인대여소,,세종특별자치시 집현동 785-94,36.489735,127.323787,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
아름동_아름 스포츠센터(코오롱 스포렉스),무인대여소,,"세종특별자치시 아름동 1324, 큰 길 쪽",36.51223841,127.2457087,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
가람동_수질복원센터 체육시설 앞 버스정류장 옆,무인대여소,,세종특별자치시 가람동 960,36.46414546,127.2474374,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종시청 정문1,무인대여소,,세종특별자치시 보람동 702,36.47877468,127.2891013,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종시청 후문,무인대여소,,세종특별자치시 보람동 663,36.48005799,127.2890394,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
반곡동_국책연구단지남측 BRT2(집현동방향),무인대여소,,세종특별자치시 반곡동 771-62,36.4905967,127.3040022,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_한국정책방송원건너편,무인대여소,,세종특별자치시 나성동 787,36.48221836,127.2624241,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_한국정책방송원동문건너편,무인대여소,,세종특별자치시 나성동 465,36.484577,127.2623542,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_메가타워1건너편,무인대여소,,세종특별자치시 나성동 804,36.48949254,127.258585,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_현대자동차 앞,무인대여소,,세종특별자치시 나성동 761,36.490977,127.256961,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_J빌딩건너편,무인대여소,,세종특별자치시 나성동 801,36.49129988,127.2581797,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종파이낸스3차앞,무인대여소,,세종특별자치시 어진동 666,36.49744603,127.259874,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종파이낸스3차 건너편,무인대여소,,세종특별자치시 어진동 747,36.49592829,127.2656268,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_엘큐브리빙앞,무인대여소,,세종특별자치시 어진동 669,36.49636977,127.2628392,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_푸르지오시티앞,무인대여소,,세종특별자치시 어진동 748,36.4950241,127.2628772,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종비지니스센터빌딩 건너편,무인대여소,,세종특별자치시 어진동 747,36.49592829,127.265634,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_문화체육관광부,무인대여소,,세종특별자치시 어진동 650,36.49787689,127.2654335,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_교육부,무인대여소,,세종특별자치시 어진동 579,36.49947356,127.2642734,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_보건복지부,무인대여소,,세종특별자치시 어진동 721,36.50169604,127.2629551,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_제3주차장옆건너편,무인대여소,,세종특별자치시 어진동 629,36.50172658,127.2682195,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_국토교통부,무인대여소,,세종특별자치시 어진동 560,36.50491252,127.2624411,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_과기부(블랙야크 앞 정류장),무인대여소,,세종특별자치시 어진동 666,36.497497,127.259874,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
